,userId,movieId,rating,timestamp,title,genres,description,cast
542,5,380,2.0,847434748,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere', 'Art Malik', 'Eliza Dushku', 'Grant Heslov', 'Marshall Manesh', 'James Allen', 'Dieter Rauter', 'Jane Morris', 'Katsy Chappell', 'Crystina Wyler', 'Ofer Samra', 'Paul Barselou', 'Charles A. Tamburro', 'Jean-Claude Parachini']"
543,5,410,3.0,847435292,Addams Family Values (1993),Children|Comedy|Fantasy,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.","['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Joan Cusack', 'Christina Ricci', 'Carol Kane', 'Jimmy Workman', 'Kaitlyn Hooper', 'Kristen Hooper', 'Carel Struycken', 'David Krumholtz', 'Christopher Hart', 'Dana Ivey', 'Peter MacNicol', 'Christine Baranski', 'Mercedes McNab', 'Sam McMurray', 'Harriet Sansom Harris']"
545,5,474,4.0,847435337,In the Line of Fire (1993),Action|Thriller,"Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.","['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole', 'Fred Thompson', 'John Mahoney', 'Gregory Alan Williams', 'Jim Curley', 'Sally Hughes', 'Clyde Kusatsu', 'Steve Hytner', 'Tobin Bell', 'Bob Schott', 'Juan A. Riojas', 'Elsa Raven', 'Arthur Senzy', 'Patrika Darbo']"
550,5,534,3.0,847435311,Shadowlands (1993),Drama|Romance,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.","['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes', 'Roddy Maude-Roxby', 'Michael Denison', 'Andrew Seear', 'Tim McMullan', 'John Wood', 'Andrew Hawkins', 'Peter Howell', 'Edward Hardwicke', 'Robert Flemyng', 'James Frain', 'Toby Whithouse', 'Daniel Goode', 'Scott Handy', 'Charles Simon', 'Giles Oldershaw']"
552,5,589,3.0,847435258,Terminator 2: Judgment Day (1991),Action|Sci-Fi,An on-rails light-gun shooter based on Terminator 2: Judgment Day (1991).,"['Tim Coman', 'Matt Cooney', 'Debbie Evans', 'Edward Furlong', 'Jack Haeger', 'Peter Kent', 'Ken Moreno', 'Tania Mulderink', 'Robert Patrick', 'Stephanie Rogers', 'Arnold Schwarzenegger', 'Sparky', 'Doug Watson']"
555,5,594,5.0,847435238,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","['Adriana Caselotti', 'Harry Stockwell', 'Lucille La Verne', 'Roy Atwell', 'Stuart Buchanan', 'Eddie Collins', 'Pinto Colvig', 'Marion Darlington', 'Billy Gilbert', 'Otis Harlan', 'James MacDonald', 'Scotty Mattraw', 'Clarence Nash', 'Moroni Olsen', 'Purv Pullen']"
558,5,597,3.0,847434962,Pretty Woman (1990),Comedy|Romance,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.","['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo', 'Ralph Bellamy', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue', 'Hector Elizondo', 'Judith Baldwin', 'Jason Randal', 'Bill Applebaum', 'Tracy Bjork', 'Gary Greene', 'Billy Gallo', 'Abdul Salaam El Razzac', 'Hank Azaria', 'Larry Hankin']"
560,6,2,4.0,845553522,Jumanji (1995),Adventure|Children|Fantasy,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.","['Robin Williams', 'Kirsten Dunst', 'Bonnie Hunt', 'Jonathan Hyde', 'Bradley Pierce', 'Bebe Neuwirth', 'David Alan Grier', 'Patricia Clarkson', 'Adam Hann-Byrd', 'Laura Bell Bundy', 'James Handy', 'Gillian Barber', 'Brandon Obray', 'Cyrus Thiedeke', 'Gary Joseph Thorup', 'Leonard Zola', 'Lloyd Berry', 'Malcolm Stewart']"
562,6,4,3.0,845554349,Waiting to Exhale (1995),Comedy|Drama|Romance,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with men.","['Whitney Houston', 'Angela Bassett', 'Loretta Devine', 'Lela Rochon', 'Gregory Hines', 'Dennis Haysbert', 'Mykelti Williamson', 'Michael Beach', 'Leon', 'Wendell Pierce', 'Donald Faison', 'Jeffrey D. Sams', 'Jazz Raycole', 'Brandon Hammond', 'Kenya Moore', 'Lamont Johnson', 'Wren T. Brown', 'Theo']"
563,6,5,5.0,845553938,Father of the Bride Part II (1995),Comedy,"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.","['Steve Martin', 'Diane Keaton', 'Martin Short', 'Kimberly Williams-Paisley', 'George Newbern', 'Kieran Culkin', 'BD Wong', 'Peter Michael Goetz', 'Kate McGregor-Stewart', 'Jane Adams', 'Eugene Levy', 'Rebecca Chambers', 'April Ortiz', 'Dulcy Rogers', 'Kathy Anthony', 'Adrian Canzoneri', 'Lori Alan', 'Stephanie Miller']"
565,6,7,4.0,845554264,Sabrina (1995),Comedy|Romance,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.","['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Nancy Marchand', 'John Wood', 'Richard Crenna', 'Angie Dickinson', 'Lauren Holly', 'Dana Ivey', 'Miriam Colon', 'Elizabeth Franz', 'Fanny Ardant', 'Valérie Lemercier', 'Patrick Bruel', 'Becky Ann Baker', 'Paul Giamatti', 'John C. Vennema', 'Gregory Chase']"
566,6,8,3.0,845555281,Tom and Huck (1995),Adventure|Children,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,"['Jonathan Taylor Thomas', 'Brad Renfro', 'Charles Rocket', 'Eric Schweig', 'Amy Wright', 'Michael McShane', 'Marian Seldes', 'Rachael Leigh Cook', 'Lanny Flaherty', 'Courtland Mead', 'Peter Mackenzie', 'Heath Lamberts', 'William Newman', 'Joey Stinson', 'Blake Heron', 'Jim Aycock', 'Andy Stahl', 'Adrian Roberts']"
567,6,10,3.0,845553253,GoldenEye (1995),Action|Adventure|Thriller,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.","['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen', 'Joe Don Baker', 'Judi Dench', 'Robbie Coltrane', 'Tchéky Karyo', 'Gottfried John', 'Alan Cumming', 'Desmond Llewelyn', 'Samantha Bond', 'Michael Kitchen', 'Serena Gordon', 'Simon Kunz', 'Pavel Douglas', 'Olivier Lajous', 'Billy J. Mitchell']"
568,6,11,4.0,845553489,"American President, The (1995)",Comedy|Drama|Romance,"A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.","['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox', 'Anna Deavere Smith', 'Samantha Mathis', 'Shawna Waldron', 'David Paymer', 'Anne Haney', 'Richard Dreyfuss', 'Nina Siemaszko', 'Wendie Malick', 'Beau Billingslea', 'Gail Strickland', 'Joshua Malina', 'Clement von Franckenstein', 'Efrat Lavie', 'John Mahoney']"
569,6,13,3.0,845555588,Balto (1995),Adventure|Animation|Children,"An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.","['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda', 'Jim Cummings', 'Phil Collins', 'Jack Angel', 'Danny Mann', 'Robbie Rist', 'Juliette Brewer', 'Sandra Dickinson', 'Miriam Margolyes', 'Lola Bates-Campbell', 'Donald Sinden', 'William Roberts', 'Garrick Hagon', 'Bill Bailey', 'Big Al', 'Michael McShane']"
570,6,15,4.0,845554505,Cutthroat Island (1995),Action|Adventure|Romance,A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,"['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw', 'Rex Linn', 'Paul Dillon', 'Christopher Masterson', 'Jimmie F. Skaggs', 'Harris Yulin', 'Carl Chase', 'Peter Geeves', 'Angus Wright', 'Ken Bones', 'Mary Pegler', 'Mary Peach', 'Lucinda Clare']"
571,6,16,4.0,845553819,Casino (1995),Crime|Drama,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon']"
572,6,17,4.0,845553559,Sense and Sensibility (1995),Drama|Romance,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson', 'Harriet Walter', 'Gemma Jones', 'Hugh Grant', 'Emilie François', 'Elizabeth Spriggs', 'Robert Hardy', 'Ian Brimble', 'Isabelle Amyes', 'Alan Rickman', 'Greg Wise', 'Alexander John', 'Imelda Staunton', 'Imogen Stubbs', 'Hugh Laurie']"
573,6,19,2.0,845553382,Ace Ventura: When Nature Calls (1995),Comedy,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.","['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton', 'Sophie Okonedo', 'Tommy Davidson', 'Adewale Akinnuoye-Agbaje', 'Danny Daniels', 'Sam Phillips', 'Damon Standifer', 'Andrew Steel', 'Bruce Spence', 'Tom Grunke', 'Arsenio Sonny Trinidad', 'Kristin Norton', 'Michael Reid MacKay', 'Kayla Allen']"
575,6,22,5.0,845553875,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'William McNamara', 'Harry Connick Jr.', 'J.E. Freeman', 'Will Patton', 'John Rothman', 'Shannon OHurley', 'Bob Greene', 'Tony Haney', 'Danny Kovacs', 'Tahmus Rounds', 'Scott DeVenney', 'David Michael Silverman', 'Diane Amos', 'Richard Conti', 'Nick Scoggin']"
576,6,24,4.0,845554397,Powder (1995),Drama|Sci-Fi,An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,"['Mary Steenburgen', 'Sean Patrick Flanery', 'Lance Henriksen', 'Jeff Goldblum', 'Brandon Smith', 'Bradford Tatum', 'Susan Tyrrell', 'Missy Crider', 'Ray Wise', 'Esteban Powell', 'Reed Frerichs', 'Chad Cox', 'Joe Marchman', 'Philip Maurice Hayes', 'Danette McMahon', 'Tom Tarantini', 'Woody Watson', 'Alex Morris']"
577,6,25,3.0,845553695,Leaving Las Vegas (1995),Drama|Romance,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber', 'Kim Adams', 'Emily Procter', 'Stuart Regen', 'Valeria Golino', 'Graham Beckel', 'Albert Henderson', 'Shashi Bhatia', 'Carey Lowell', 'Anne Lange', 'Thomas Kopache', 'Vincent Ward', 'Lucinda Jenney', 'French Stewart']"
578,6,26,4.0,845555362,Othello (1995),Drama,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.","['Laurence Fishburne', 'Kenneth Branagh', 'Irène Jacob', 'Nathaniel Parker', 'Michael Maloney', 'Anna Patrick', 'Nicholas Farrell', 'Indra Ové', 'Michael Sheen', 'André Oumansky', 'Philip Locke', 'John Savident', 'Gabriele Ferzetti', 'Pierre Vaneck', 'Luca Guardabascio']"
579,6,27,3.0,845555402,Now and Then (1995),Children|Drama,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,"['Christina Ricci', 'Demi Moore', 'Rosie ODonnell', 'Thora Birch', 'Melanie Griffith', 'Gaby Hoffmann', 'Ashleigh Aston Moore', 'Rita Wilson', 'Devon Sawa', 'Walter Sparrow', 'Cloris Leachman', 'Lolita Davidovich', 'Janeane Garofalo', 'Hank Azaria', 'Bonnie Hunt', 'Rumer Willis', 'Bradley Coryell', 'Justin Humphrey']"
584,6,41,4.0,845554962,Richard III (1995),Drama|War,The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,"['Ian McKellen', 'Annette Bening', 'Christopher Bowen', 'Edward Jewesbury', 'Bill Paterson', 'Matthew Groom', 'John Wood', 'Nigel Hawthorne', 'Maggie Smith', 'Kate Steavenson-Payne', 'Robert Downey Jr.', 'Tres Hanley', 'Tim McInnerny', 'Stacey Kent', 'Jim Carter', 'Roger Hammond', 'Denis Lill', 'Jim Broadbent']"
585,6,43,4.0,845555607,Restoration (1995),Drama,"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.","['Robert Downey Jr.', 'Sam Neill', 'David Thewlis', 'Polly Walker', 'Meg Ryan', 'Ian McKellen', 'Hugh Grant', 'Ian McDiarmid', 'Mary MacLeod', 'Mark Letheren', 'Sandy McDade', 'Rosalind Bennett', 'Willie Ross', 'David Gant', 'Benjamin Whitrow', 'Neville Watchurst', 'Bryan Pringle', 'Roy Evans']"
587,6,46,4.0,845554551,How to Make an American Quilt (1995),Drama|Romance,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,"['Winona Ryder', 'Ellen Burstyn', 'Anne Bancroft', 'Kaelynn Craddick', 'Sara Craddick', 'Kate Capshaw', 'Adam Baldwin', 'Dermot Mulroney', 'Maya Angelou', 'Alfre Woodard', 'Lois Smith', 'Jean Simmons', 'Kate Nelligan', 'Denis Arndt', 'Rip Torn', 'Derrick OConnor', 'Johnathon Schaech', 'Samantha Mathis']"
590,6,54,4.0,845555402,"Big Green, The (1995)",Children|Comedy,"A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.","['Steve Guttenberg', 'Olivia dAbo', 'Jay O. Sanders', 'John Terry', 'Chauncey Leopardi', 'Patrick Renna', 'Billy L. Sullivan', 'Yareli Arizmendi', 'Bug Hall', 'Jessica Robertson', 'Anthony Esquivel', 'Jordan Brower', 'Hayley Kolb', 'Haley Miller', 'Ashley Welch', 'Ariel Welch', 'Jimmy Higa', 'Gil Glasgow']"
591,6,60,4.0,845554263,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.","['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat', 'Steve Coogan', 'David Keith', 'Sakina Jaffrey', 'Vincent Kartheiser', 'Nestor Serrano', 'Ryan Olson', 'Leon Tejwani', 'Lucas Tejwani', 'Christopher Conte', 'Cassandra Brown', 'Christopher Moritz', 'Beni Malkin', 'Juliet Berman']"
592,6,61,4.0,845555454,Eye for an Eye (1996),Drama|Thriller,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","['Sally Field', 'Kiefer Sutherland', 'Ed Harris', 'Olivia Burnette', 'Alexandra Kyle', 'Joe Mantegna', 'Beverly DAngelo', 'Darrell Larson', 'Charlayne Woodard', 'Philip Baker Hall', 'Keith David', 'Wanda Acuna', 'Geoffrey Rivas', 'Armin Shimerman', 'Natalija Nogulich', 'Nicholas Cascone', 'Stella Garcia', 'Justine Johnston']"
593,6,62,4.0,845553660,Mr. Holland's Opus (1995),Drama,A frustrated composer finds fulfillment as a high school music teacher.,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy', 'Alicia Witt', 'Terrence Howard', 'Damon Whitaker', 'Jean Louisa Kelly', 'Alexandra Boyd', 'Nicholas John Renner', 'Joseph Anderson', 'Anthony Natale', 'Joanna Gleason', 'Beth Maitland', 'Patrick Fong', 'Benjamin J. Dixon', 'Kathryn Arnett']"
594,6,65,3.0,845555070,Bio-Dome (1996),Comedy,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.","['Pauly Shore', 'Stephen Baldwin', 'William Atherton', 'Denise Dowse', 'Dara Tomanovich', 'Kevin West', 'Kylie Minogue', 'Joey Lauren Adams', 'Teresa Hill', 'Patricia Hearst', 'Robbie Thibaut Jr.', 'Adam Weisman', 'Henry Gibson', 'Brian Hayes Currie', 'Courtney Mizel', 'Butch McCain', 'Taylor Negron', 'Roger Clinton']"
595,6,66,3.0,845555151,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerful corporate tycoon, where his face is reconstructed and he is hooked back online through virtual reality to work for Walker. Several years later, in a dystopian Los Angeles, Peter Parkette (Austin O'Brien), is now a teenager and a computer hacker living in the subways with a group of runaway teenagers after the events of the first film. Jobe finds Peter online and asks him to find Benjamin Trace (Patrick Bergin), the founder of virtual reality. After finding Trace and bringing him to his hideout, Peter discovers Jobe is looking to start a new world order, using Walker's technology. Now, Trace, Peter, Trace's former lover Cori (Ely Pouget), and Peter's friends, are on a race against time to stop Jobe and Walker from enslaving humanity through virtual reality.","['Patrick Bergin', 'Matt Frewer', 'Austin OBrien', 'Ely Pouget', 'Camille Cooper', 'Patrick LaBrecque', 'Crystal Celeste Grant', 'Sean P. Young', 'Mathew Valencia', 'Kevin Conway', 'Trever OBrien', 'Richard Fancy', 'Ellis Williams', 'Castulo Guerra', 'Molly Shannon', 'Ralph Ahn', 'David Byrd', 'Stéphanie Menuez']"
596,6,76,4.0,845555317,Screamers (1995),Action|Sci-Fi|Thriller,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.","['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andy Lauer', 'Charles Edwin Powell', 'Ron White', 'Michael Caloz', 'Liliana Komorowska', 'Jason Cavalier', 'Leni Parker', 'Sylvain Massé', 'Bruce Boa', 'Tom Berry', 'Henry Ramer']"
597,6,79,3.0,845554907,"Juror, The (1996)",Drama|Thriller,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt', 'James Gandolfini', 'Lindsay Crouse', 'Anne Heche', 'Tony Lo Bianco', 'Michael Constantine', 'Matt Craven', 'Todd Susman', 'Michael Rispoli', 'Julie Halston', 'Frank Adonis', 'Matthew Cowles', 'Polly Adams', 'Jack Gilpin', 'Chuck Cooper', 'Charle Landry']"
598,6,86,5.0,845556131,White Squall (1996),Action|Adventure|Drama,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'David Lascher', 'Eric Michael Cole', 'Jason Marsden', 'David Selby', 'Julio Oscar Mechoso', 'Zeljko Ivanek', 'Balthazar Getty', 'Ethan Embry', 'Jordan Clarke', 'Lizbeth Mackay', 'Jill Larson', 'James Medina']"
599,6,87,3.0,845555300,Dunston Checks In (1996),Children|Comedy,A young boy befriends a larcenous orangutan in a luxury hotel.,"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd', 'Rupert Everett', 'Graham Sack', 'Paul Reubens', 'Glenn Shadix', 'Nathan Davis', 'Jennifer Bassey', 'Judith Scott', 'Bruce Beatty', 'Danny Comden', 'Steven Gilborn', 'Lois De Banzie', 'Natalie Core', 'Eugenia Hamilton', 'Michelle C. Bonilla', 'Alexander Walters']"
600,6,88,2.0,845555694,Black Sheep (1996),Comedy,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,"['Chris Farley', 'David Spade', 'Tim Matheson', 'Christine Ebersole', 'Gary Busey', 'Grant Heslov', 'Timothy Carhart', 'Bruce McGill', 'Michael Patrick Carter', 'Boyd Banks', 'David St. James', 'Skip OBrien', 'Branden Morgan', 'Gypsy Spheeris', 'John Ashker', 'William Howell', 'Austin Kottke', 'Toby Scott Ganger']"
601,6,89,4.0,845555124,Nick of Time (1995),Action|Thriller,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.","['Johnny Depp', 'Christopher Walken', 'Courtney Chase', 'Charles S. Dutton', 'Roma Maffia', 'Marsha Mason', 'Peter Strauss', 'Gloria Reuben', 'Bill Smitrovich', 'G.D. Spradlin', 'Yul Vazquez', 'Edith Diaz', 'Armando Ortega', 'C.J. Bau', 'Cynthena Sanders', 'Dana Mackey', 'Chris Jacobs', 'Charles Carroll']"
602,6,92,4.0,845555454,Mary Reilly (1996),Drama|Horror|Thriller,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.","['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Kathy Staff', 'Glenn Close', 'Michael Sheen', 'Bronagh Gallagher', 'Linda Bassett', 'Henry Goodman', 'Ciarán Hinds', 'Sasha Hanau', 'Moya Brady', 'Emma Griffiths Malin', 'David Ross', 'Tim Barlow', 'Isabella Marsh', 'Wendy Nottingham']"
603,6,93,4.0,845554584,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.","['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon', 'Zakes Mokae', 'Joanna Cassidy', 'Simbi Kali', 'Messiri Freeman', 'Kelly Cinnante', 'Jsu Garcia', 'W. Earl Brown', 'Ayo Adeyemi', 'Troy Curvey Jr.', 'Vickilyn Reynolds', 'William Blount', 'Joe Costanza', 'John LaMotta']"
604,6,95,4.0,845553559,Broken Arrow (1996),Action|Adventure|Thriller,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo', 'Bob Gunton', 'Frank Whaley', 'Howie Long', 'Vondie Curtis-Hall', 'Jack Thompson', 'Vyto Ruginis', 'Ousaun Elam', 'Shaun Toub', 'Casey Biggs', 'Jeffrey Stephan', 'Joey Box', 'Jon W. Kishi', 'Myke Schwartz', 'Jim Palmer']"
605,6,100,3.0,845555151,City Hall (1996),Drama|Thriller,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.","['Al Pacino', 'John Cusack', 'Bridget Fonda', 'Danny Aiello', 'Martin Landau', 'David Paymer', 'Anthony Franciosa', 'Richard Schiff', 'Lindsay Duncan', 'Nestor Serrano', 'Mel Winkler', 'Luna Lauren Velez', 'Chloe Morris', 'Ian Quinlan', 'Roberta Peters', 'Angel David', 'Larry Romano', 'Rob LaBelle']"
606,6,102,1.0,845555436,Mr. Wrong (1996),Comedy,"A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.","['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack', 'Dean Stockwell', 'Joan Plowright', 'John Livingston', 'Robert Goulet', 'Ellen Cleghorne', 'Hope Davis', 'Brad William Henke', 'Christine Cattell', 'Peter White', 'Polly Holliday', 'Briant Wells', 'Camille Saviola', 'Maddie Corman', 'Jonathan Hernandez', 'Victoria Elena Flores']"
607,6,104,4.0,845554349,Happy Gilmore (1996),Comedy,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,"['Adam Sandler', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay', 'Carl Weathers', 'Allen Covert', 'Robert Smigel', 'Bob Barker', 'Richard Kiel', 'Dennis Dugan', 'Joe Flaherty', 'Lee Trevino', 'Kevin Nealon', 'Verne Lundquist', 'Jared Van Snellenberg', 'Ken Camroux-Taylor', 'Rich Elwood', 'Nancy Hillis']"
608,6,105,3.0,845553757,"Bridges of Madison County, The (1995)",Drama|Romance,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"['Clint Eastwood', 'Meryl Streep', 'Annie Corley', 'Victor Slezak', 'Jim Haynie', 'Sarah Zahn', 'Christopher Kroon', 'Phyllis Lyons', 'Debra Monk', 'Richard Lage', 'Michelle Benes', 'Alison Wiegert', 'Brandon Bobst', 'Pearl Faessler', 'R.E. Stick Faessler', 'Tania Burt', 'Billie McNabb', 'Art Breese']"
611,6,113,3.0,845556257,Before and After (1996),Drama|Mystery,Two parents deal with the effects when their son is accused of murdering his girlfriend.,"['Meryl Streep', 'Liam Neeson', 'Edward Furlong', 'Julia Weldon', 'Alfred Molina', 'Daniel von Bargen', 'John Heard', 'Ann Magnuson', 'Alison Folland', 'Kaiulani Lee', 'Larry Pine', 'Ellen Lancaster', 'Wesley Addy', 'Oliver Graney', 'Bernadette Quigley', 'Pamela Blair', 'John Wylie', 'John Deyle']"
613,6,135,3.0,845554987,Down Periscope (1996),Comedy,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.","['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton', 'Bruce Dern', 'William H. Macy', 'Ken Hudson Campbell', 'Toby Huss', 'Duane Martin', 'Jonathan Penner', 'Bradford Tatum', 'Harland Williams', 'Rip Torn', 'James Martin Jr.', 'Jordan Marder', 'Matt Landers', 'Joseph Latimore', 'Patton Oswalt']"
615,6,141,4.0,845553586,"Birdcage, The (1996)",Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,"['Robin Williams', 'Nathan Lane', 'Gene Hackman', 'Dianne Wiest', 'Dan Futterman', 'Calista Flockhart', 'Hank Azaria', 'Christine Baranski', 'Tom McGowan', 'Grant Heslov', 'Kirby Mitchell', 'James Lally', 'Luca Tommassini', 'Luis Camacho', 'André Fuentes', 'Tony Gonzalez', 'Dante Henderson', 'Scott Kaske']"
